The police will arrest men who do not support their children.,Poliisi ejja kukwaata abasajja abatalabirira baana baabwe.,,
Men have been prosecuted in the courts of law for not providing for their families.,Abasajja basimbiddwa mu mbuga z'amateeka olw'obutalabirira maka gaabwe.,,
The police carried out investigations and the suspect was arrested and charged.,Poliisi yakoze okunoonyereza era ateeberezebwa yakwatiddwa n'avunaanibwa.,,
Watoto church provided help to the single mothers.,Ekkanisa ya Watoto yawadde bannakyeyombekedde obuyambi.,,
Some children were taken to the orphanage.,Abaana abamu baatwalibwa mu maka ga bamulekwa.,,
There are increasing cases of teenage pregnancies in the district.,Emisango gy'abaana okufuna embuto nga bakyali gyeyongedde ku disitulikiti.,,
There are increasing cases of domestic violence.,Emisango gy'obutabanguko mu maka gyeyongedde.,,
The district has provided help to the women so that they engage in business.,Disitulikiti ewadde abakazi obuyambi basobole okwenyigira mu byobusuubuzi.,,
The government has allocated funds towards achieving gender equality.,Gavumenti etaddewo ensimbi okuyamba mu kutuukiriza omwenkanonkano mu baami n'abakyala.,,
Every district will have a woman member of parliament.,Buli disitulikiti ya kubeera n'omubaka omukyala mu paalamenti.,,
The district has provided people with information about legal services.,Disitulikiti ewadde abantu obubaka obukwata ku mateeka.,,
Some people lack shelter.,Abantu abamu tebalina we basula.,,
The government will build houses for the people.,Gavumenti ejja kuzimbira abantu amayumba.,,
The local government has low revenue collection.,Gavumenti y'ekitundu ekungaanya omusolo mutono.,,
People should desist from the acts of violence.,Abantu balina okwewala ebikolwa eby'obutabanguko.,,
People should work hard and improve their standard of living.,Abantu bateekeddwa okukola ennyo okulongoosa embeera zaabwe ez'obulamu.,,
People should be sensitized about the dangers of gender based violence.,Abantu bateekeddwa okuyigirizibwa ku kabi akali mu bukuubagano obwesigamiziddwa ku kikula ky'omuntu.,,
Women have been given safe houses.,Abakazi baweereddwa ennyumba ez'emirembe.,,
Women are hardworking.,Abakazi bakozi.,,
The police barracks in Nebbi got burnt.,Enkambi ya poliisi mu Nebbi yakutte omuliro.,,
The cause of the fire outbreak at the police station is still unknown.,Ekyaleetedde omuliro okwaka ku sitenseni ya Poliisi tekinnategeerekeka.,,
Police is carrying out investigations to find out the cause of the fire outbreak.,Poliisi eri mu kunoonyereza okuzuula ekyaviiriddeko omuliro.,,
Police officers lost their property.,Abakungu ba poliisi baafiiriddwa ebintu byabwe.,,
The fire gutted the police station for the first time.,Omuliro gwakutte sitenseni ya poliisi omulundi ogusooka.,,
The fire started in the room of the night duty officer.,Omuliro gwatandikidde mu kisenge ky'omukungu akola ekiro.,,
Officers came to the rescue of their fellow officers.,Abakungu baadduukiridde bakungu bannaabwe.,,
The fire brigade arrived very late.,Abazinyamooto baatuuse kikeerezi nnyo.,,
The police headquarters will send relief support to the officers,Ekitebe kya poliisi ekikulu kijja kuweereza obuyambi eri abakungu..,,
The district organized a forum to promote ethics and integrity among public servants.,Disitulikiti yataddewo omukutu okutumbula empisa n'obuntubulamu mu bakozi ba gavumenti.,,
Leaders should revise the leadership code of conduct.,Abakulembeze bateekeddwa okwetegereza amateeka agafuga abakulembeze.,,
There should be transparency and accountability among leaders.,Wateekeddwa okubeerawo obwerufu n'embalirira mu bakulembeze.,,
The government should lay anti-corruption strategies to reduce corruption.,Gavumenti eteekeddwa okuteekawo empeenda eziremesa enguzi okusobola okugirwanyisa.,,
Leaders should be united.,Abakulembeze bateekeddwa okuba obumu.,,
People are still embracing corruption in the country.,Abantu bakyawagira enguzi mu ggwanga.,,
The forum will instill integrity among public servants.,Omukutu gujja ku kwasisa empisa mu bakozi ba gavumenti.,,
Society should know their role in fighting corruption.,Ebitundu biteekeddwa okumanya omulimu gwabyo mu kulwanyisa enguzi.,,
Leaders should be committed towards improving service delivery.,Abakulembeze bateekeddwa okwewaayo mu kutumbula empeereza y'emirimu.,,
People should be focused in the fight against corruption.,Abantu bateekeddwa okufaayo mu kulwanyisa enguzi.,,
Nebbi district officials want to foster peace and reconciliation among the people.,Abakungu ba disitulikiti y'e Nebbi baagala emirembe n'okukkiriziganya mu bantu.,,
People should work towards achieving rural development.,Abantu bateekeddwa okukolerera okufuna enkulaakulana mu byalo.,,
People should be patriotic.,Abantu bateekeddwa okwagala eggwanga lyabwe.,,
People lack the spirit of togetherness.,Abantu tebalina mwoyo gwa bumu.,,
People have conflicted because of land issues.,Abantu bukuubaganye olw'ensonga z'ettaka.,,
The district should lobby funds from the government to improve service delivery.,Disitulikiti eteekeddwa okusaka obuyambi okuva mu gavumenti okutumbula empeereza y'emirimu.,,
Cultural leaders encouraged people to stay united.,Abakulembeze b'ebyobuwangwa baakubirizza abantu okusigala obumu.,,
People should respect culture.,Abantu balina okuwa ebyobuwangwa ekitiibwa.,,
Cultural leaders sensitized people to support the reconciliation process.,Abakulembeze b'ebyobuwangwa baayigiriza abantu okuwagira enkola y'okutabagana.,,
District officials will hold a meeting to discuss people's challenges.,Abakungu ba disitulikiti bajja kukuba olukiiko okuteesa ku kusoomozebwa kw'abantu.,,
Nebbi market lacks a public toilet.,Akatale k'e Nebbi tekalina kaabuyonjo ya lukale.,,
People use the toilets in the neighborhood.,Abantu bakozesa kaabuyonjo ez'emiriraano.,,
There is improper sanitation in the area.,Embeera y'obuyonjo mbi mu kitundu.,,
The district should establish the toilet in the trading centre.,Disitulikiti eteekeddwa okuteeka kaabuyonjo mu kabuga.,,
Lack of toilets at the market has affected people's businesses.,Okubulawo kwa kaabuyonjo mu katale kukosezza bizinensi z'abantu.,,
People shifted from the market because of health related issues.,Abantu baasenguka okuva mu katale olw'ensonga ezeekuusa ku byobulamu.,,
The district has failed to ensure proper hygiene in the market.,Disitulikiti eremeddwa okuteekawo embeera y'obuyonjo ennungi mu katale.,,
The district health officers asserted that toilets will be constructed in the market.,Abakungu ba disitulikiti ab'ebyobulamu baakakasizza nti kaabuyonjo zijja kuzimbibwa mu katale.,,
The district lacks enough funds to effectively plan for the people.,Disitulikiti terina ssente zimala kuteekerateekera bantu.,,
The district obtained funds from the government.,Disitulikiti yafunye ensimbi okuva mu gavumenti.,,
Vendors should use the toilet at the municipal council.,Abatembeeyi balina okukozesa kaabuyonjo y'okumunisipaali.,,
There are increasing cases of gender-based violence in the district.,Emisango gy'obukuubagano obusinziira ku kikula bweyongedde mu disitulikiti.,,
The magistrates court is overwhelmed by cases of gender-based violence.,Kkooti y'omulamuzi ebooze n'emisango egyekuusa ku bukuubagano obusinziira ku kikula.,,
People handling gender-based violence cases are biased.,Abantu abakola ku misango egy'obukuubagano obusinziira ku kikula balina kyekubiira.,,
Victims are fined with goats to handle their issues regarding gender based violence.,Abakosebwa batanzibwa embuzi okukola ku nsonga zaabwe ezikwata ku bukuubagano obusinziira ku kikula.,,
District leaders have discouraged gender based violence.,Abakulembeze ba disitulikiti tebaagala butabanguko obusinziira ku kikula.,,
People should be united against gender-based violence.,Abantu bateekeddwa okwegatta okulwanyisa obukuubagano obusinziira ku kikula.,,
The church encouraged people to love one another.,Ekkanisa yakubiriza abantu okwagalana.,,
People should have common goals in society.,Abantu balina okubeera n'ebiruubirirwa eby'awamu mu kitundu.,,
People have been convicted over cases of gender based violence.,Abantu baateekeddwa mu nkomyo lwa misango egy'ekuusa ku bukuubagano obusinziira ku kikula.,,
The district carried out a massive community sensitization to reduce gender based violence.,Disitulikiti yayigirizza abantu b'omu kitundu okukendeeza obukuubagano obusinziira ku kikula.,,
The police arrested a man suspected of killing his wife.,Poliisi yakute omusajja ateeberezebwa okutta mukyalawe.,,
The wife was killed over fifty thousand shillings.,Omukyala yatiddwa lwa ssente ezisukka mu mitwalo etaano.,,
The police doctor has made a medical report.,Omusawo wa poliisi akoze alipoota y'eddwaliro.,,
There was destruction of property.,Waabaddewo okwonoona ebintu.,,
Police is carrying out its investigations.,Poliisi ekola okunoonyereza kwayo.,,
Couples should be united in their families.,Abaagalana bateekeddwa okuba obumu maka gaabwe.,,
There are few cases of domestic violence in Nebbi district.,Waliwo emisango gy'obutabanguko bw'omu maka mitono mu disitulikiti y'eNebbi.,,
The church has started providing counselling services to the people.,Ekkanisa etandise okuwa abantu obuweereza bw'okubuulirirwa.,,
There are increasing cases of violence throughout Uganda.,Waliwo okweyongera kw'emisango gy'obutabanguko mu Uganda mwonna.,,
Farmers should control their animals.,Abalimi n'abalunzi bateekeddwa okukugira ensolo zaabwe.,,
There is fruit growing in Nebbi district.,Waliwo okulima ebibala mu disitulikiti y'e Nebbi.,,
Fruits have been destroyed by the stray animals.,Ebibala byonooneddwa ensolo ezitaayaaya.,,
People have acquired income from selling fruits.,Abantu bafunye ensimbi okuva mu kutunda ebibala.,,
The district has failed to enforce its laws.,Disitulikiti eremeddwa okuteekesa amateeka gaayo mu nkola.,,
Stray animals have destroyed people's crops.,Ensolo ezitaayaaya zoonoonye ebimera by'abantu.,,
Farmers should keep their animals in simple houses.,Abalimi n'abalunzi bateekeddwa okukuumira ensolo zaabwe mu nnyumba enyangungu.,,
Politicians should embrace the developments in the district.,Bannabyabufuzi bateekeddwa okwaniriza enkulaakulana mu disitulikiti.,,
The district enacted laws that provide how stray animals should be treated.,Disitulikiti yabaze amateeka agalambika engeri ensolo ezitayaaya gye zirina okuyisibwamu.,,
The government donated close to three billion to farmers in west Nile.,Gavumenti ewadde ensimbi ezikunukirizza mu buwumbi busatu eri abalimi n'abalunzi mu West Nile.,,
The district lobbied the funds from the government to enhance agricultural production.,Disitulikiti yasase ensimbi okuva mu gavumenti okunyweza obulimirunda.,,
"Farmers grow mangoes, apples, avocado and cocoa.","Abalimi balima emiyembe, appo, ovakedo ne kooko.",,
A fruit factory will be established in the area to process the agricultural products.,Ekkolero ery'ebibala lijja kuteekebwa mu kitundu okulongoosa ebiva mu birime.,,
There are increasing cases of early pregnancies among girls.,Waliwo okweyongera mu misango gy'abawala abafuna embuto nga bakyali bato.,,
The district should establish various programs to support the girl child.,Disitulikiti eteekeddwa okuteekawo enkola ez'enjawulo okuyamba omwana omuwala.,,
Parents should understand the challenges faced by their children.,Abazadde bateekeddwa bategeere okusoomozebwa abaana baabwe kwe basanga.,,
District leaders are lenient on rich business men who break law and order.,Abakulembeze ba disitulikiti bakwatirwa abagagga ekisa abamenya amateeka n'obutebenkevu.,,
The police has failed to regulate the night discos.,Poliisi eremereddwa okulambika ebikeesa.,,
People below eighteen years are not allowed to access video halls.,Abantu abali wansi w'emyaka kkumi na munaana tebakirizibwa mu bibanda bya vidiyo.,,
Families should participate in the fight against teenage pregnancies.,Amaka gateekeddwa okwetaba mu kulwanyisa embuto mu baana abatanneetuuka.,,
Children should be educated about the risks of early sex.,Abaana bateekeddwa okusomesebwa ku buzibu obuli mu kukeera okwegatta.,,
Men who engage in sexual activities with girls will be arrested.,Abasajja abeenyigira mu bikolwa eby'okwegatta n'abawala abato bajja kusibwa.,,
Parents should protect children from bad habits.,Abazadde bateekeddwa okukuuma abaana okuva ku mize.,,
Girls have pregnancy complications during delivery.,Abawala bafuna obuzibu obujja olw'okuba n'olubuto nga bazaala.,,
Youths should embrace practical skills to fight joblessness.,Abavubuka bateekeddwaa okwaniriza okuyiga eby'emikono okusobola okulwanyisa ebbula ly'emirimu.,,
The district organized an entrepreneurial training session for the youths.,Disitulikiti yategese okutendekebwa okw'okwetandikirawo bizinesi eri abavubuka.,,
"The youths should be creative, innovative and inventive.",Abavubuka bateekeddwa okuba abayiiya era abavumbuzi.,,
Youths should start up their own businesses.,Abavubuka bateekeddwa okutandikawo bizinensi ezaabwe.,,
People should work hard and improve their welfare.,Abantu bateekeddwa okukola ennyo okulongoosa embeera y'obulamu bwabwe.,,
People are only interested in white collar jobs.,Abantu baagala mirimu gya woofiisi gyokka.,,
Government set up youth livelihood programs to enable the youths participate in business activities.,Gavumenti yateekawo pulogulaamu za youth liverihood programs okusobozesa abavubuka okwetaba mu bya bizinesi.,,
Youths lack skills to manage the business environment.,Abavubuka tebalina bukugu mu kisaawe ky'okuddukanya bizinensi.,,
Youths were given capital to start up small businesses.,Abavubuka baaweebwa entandikwa okwetandikirawo bu bizinensi obutono.,,
"Youths are able to make liquid soap, shampoo and vaseline.","Abavubuka basobola okukola sabbuuni ow'amazzi, sampu n'ebizigo.",,
